EGNo,AgeYear,Age,AgeClassCode,AliveStatusCode
1001,1978,U,A,A
1001,1979,U,A,A
1001,1980,U,A,A
1001,1981,U,A,A
1001,1982,U,A,A
1001,1983,U,A,A
1001,1984,U,A,A
1001,1985,U,A,A
1001,1986,A,A,A
1001,1987,A,A,A
1001,1988,A,A,A
1001,1989,A,A,A
1001,1990,A,A,A
1001,1991,A,A,A
1001,1992,A,A,A
1001,1993,A,A,A
1001,1994,A,A,A
1001,1995,A,A,A
1001,1996,A,A,A
1001,1997,A,A,A
1001,1998,A,A,P
1001,1999,A,A,SP
1001,2000,A,A,SP
1001,2001,A,A,SP
1001,2002,A,A,SP
1001,2003,A,A,SP
1001,2004,A,A,SP
1001,2005,A,A,SP
1001,2006,A,A,SP
1001,2007,A,A,SP
1001,2008,A,A,SP
1001,2009,A,A,SP
1001,2010,A,A,SP
1001,2011,A,A,SP
1001,2012,A,A,SP
1001,2013,A,A,SP
1001,2014,A,A,SP
1001,2015,A,A,SP
1001,2016,A,A,SP
1001,2017,A,A,SP
1001,2018,A,A,SP
1001,2019,A,A,SP
1001,2020,A,A,SP
1001,2021,A,A,SP
1001,2022,A,A,SP
1001,2023,A,A,SP
1002,1973,U,A,A
1002,1974,U,A,A
1002,1975,U,A,A
1002,1976,U,A,A
1002,1977,U,A,A
1002,1978,U,A,A
1002,1979,U,A,P
1002,1980,U,A,SP
1002,1981,A,A,SP
1002,1982,A,A,SP
1002,1983,A,A,SP
1002,1984,A,A,SP
1002,1985,A,A,SP
1002,1986,A,A,SP
1002,1987,A,A,SP
1002,1988,A,A,SP
1002,1989,A,A,SP
1002,1990,A,A,SP
1002,1991,A,A,SP
1002,1992,A,A,SP
1002,1993,A,A,SP
1002,1994,A,A,SP
1002,1995,A,A,SP
1002,1996,A,A,SP
1002,1997,A,A,SP
1002,1998,A,A,SP
1002,1999,A,A,SP
1002,2000,A,A,SP
1002,2001,A,A,SP
1002,2002,A,A,SP
1002,2003,A,A,SP
1002,2004,A,A,SP
1002,2005,A,A,SP
1002,2006,A,A,SP
1002,2007,A,A,SP
1002,2008,A,A,SP
1002,2009,A,A,SP
1002,2010,A,A,SP
1002,2011,A,A,SP
1002,2012,A,A,SP
1002,2013,A,A,SP
1002,2014,A,A,SP
1002,2015,A,A,SP
1002,2016,A,A,SP
1002,2017,A,A,SP
1002,2018,A,A,SP
1002,2019,A,A,SP
1002,2020,A,A,SP
1002,2021,A,A,SP
1002,2022,A,A,SP
1002,2023,A,A,SP
1003,1975,U,U,A
1003,1976,U,U,A
1003,1977,U,U,A
1003,1978,U,U,A
1003,1979,U,U,A
1003,1980,U,U,A
1003,1981,U,U,P
1003,1982,U,U,SP
1003,1983,A,A,SP
1003,1984,A,A,SP
1003,1985,A,A,SP
1003,1986,A,A,SP
1003,1987,A,A,SP
1003,1988,A,A,SP
1003,1989,A,A,SP
1003,1990,A,A,SP
1003,1991,A,A,SP
1003,1992,A,A,SP
1003,1993,A,A,SP
1003,1994,A,A,SP
1003,1995,A,A,SP
1003,1996,A,A,SP
1003,1997,A,A,SP
1003,1998,A,A,SP
1003,1999,A,A,SP
1003,2000,A,A,SP
1003,2001,A,A,SP
1003,2002,A,A,SP
1003,2003,A,A,SP
1003,2004,A,A,SP
1003,2005,A,A,SP
1003,2006,A,A,SP
1003,2007,A,A,SP
1003,2008,A,A,SP
1003,2009,A,A,SP
1003,2010,A,A,SP
1003,2011,A,A,SP
1003,2012,A,A,SP
1003,2013,A,A,SP
1003,2014,A,A,SP
1003,2015,A,A,SP
1003,2016,A,A,SP
1003,2017,A,A,SP
1003,2018,A,A,SP
1003,2019,A,A,SP
1003,2020,A,A,SP
1003,2021,A,A,SP
1003,2022,A,A,SP
1003,2023,A,A,SP
1004,1975,U,U,A
1004,1976,U,U,A
1004,1977,U,U,A
1004,1978,U,U,A
1004,1979,U,A,A
1004,1980,U,A,A
1004,1981,U,A,A
1004,1982,U,A,A
1004,1983,A,A,A
1004,1984,A,A,A
1004,1985,A,A,A
1004,1986,A,A,A
1004,1987,A,A,A
1004,1988,A,A,A
1004,1989,A,A,A
1004,1990,A,A,A
1004,1991,A,A,A
1004,1992,A,A,A
1004,1993,A,A,A
1004,1994,A,A,A
1004,1995,A,A,A
1004,1996,A,A,A
1004,1997,A,A,A
1004,1998,A,A,A
1004,1999,A,A,A
1004,2000,A,A,A
1004,2001,A,A,A
1004,2002,A,A,A
1004,2003,A,A,A
1004,2004,A,A,D
1005,1982,U,U,A
1005,1983,U,U,A
1005,1984,U,U,A
1005,1985,U,U,A
1005,1986,U,U,A
1005,1987,U,U,A
1005,1988,U,U,A
1005,1989,U,U,A
1005,1990,A,A,A
1005,1991,A,A,A
1005,1992,A,A,A
1005,1993,A,A,A
1005,1994,A,A,A
1005,1995,A,A,A
1005,1996,A,A,A
1005,1997,A,A,A
1005,1998,A,A,A
1005,1999,A,A,A
1005,2000,A,A,A
1005,2001,A,A,A
1005,2002,A,A,A
1005,2003,A,A,P
1005,2004,A,A,SP
1005,2005,A,A,SP
1005,2006,A,A,SP
1005,2007,A,A,SP
1005,2008,A,A,SP
1005,2009,A,A,SP
1005,2010,A,A,SP
1005,2011,A,A,SP
1005,2012,A,A,SP
1005,2013,A,A,SP
1005,2014,A,A,SP
1005,2015,A,A,SP
1005,2016,A,A,SP
1005,2017,A,A,SP
1005,2018,A,A,SP
1005,2019,A,A,SP
1005,2020,A,A,SP
1005,2021,A,A,SP
1005,2022,A,A,SP
1005,2023,A,A,SP
1006,1979,0,C,A
1006,1980,1,J,A
1006,1981,2,J,A
1006,1982,3,J,A
1006,1983,4,J,A
1006,1984,5,J,A
1006,1985,6,J,A
1006,1986,7,J,A
1006,1987,8,J,A
1006,1988,9,A,A
1006,1989,10,A,A
1006,1990,11,A,A
1006,1991,12,A,A
1006,1992,13,A,P
1006,1993,14,A,SP
1006,1994,15,A,SP
1006,1995,16,A,SP
1006,1996,17,A,SP
1006,1997,18,A,SP
1006,1998,19,A,SP
1006,1999,20,A,SP
1006,2000,21,A,SP
1006,2001,22,A,SP
1006,2002,23,A,SP
1006,2003,24,A,SP
1006,2004,25,A,SP
1006,2005,26,A,SP
1006,2006,27,A,SP
1006,2007,28,A,SP
1006,2008,29,A,SP
1006,2009,30,A,SP
1006,2010,31,A,SP
1006,2011,32,A,SP
1006,2012,33,A,SP
1006,2013,34,A,SP
1006,2014,35,A,SP
1006,2015,36,A,SP
1006,2016,37,A,SP
1006,2017,38,A,SP
1006,2018,39,A,SP
1006,2019,40,A,SP
1006,2020,41,A,SP
1006,2021,42,A,SP
1006,2022,43,A,SP
1006,2023,44,A,SP
1007,1977,U,A,A
1007,1978,U,A,A
1007,1979,U,A,A
1007,1980,U,A,A
1007,1981,U,A,A
1007,1982,U,A,A
1007,1983,U,A,A
1007,1984,U,A,A
1007,1985,A,A,A
1007,1986,A,A,A
1007,1987,A,A,A
1007,1988,A,A,A
1007,1989,A,A,A
1007,1990,A,A,A
1007,1991,A,A,A
1007,1992,A,A,P
1007,1993,A,A,SP
1007,1994,A,A,SP
1007,1995,A,A,SP
1007,1996,A,A,SP
1007,1997,A,A,SP
1007,1998,A,A,SP
1007,1999,A,A,SP
1007,2000,A,A,SP
1007,2001,A,A,SP
1007,2002,A,A,SP
1007,2003,A,A,SP
1007,2004,A,A,SP
1007,2005,A,A,SP
1007,2006,A,A,SP
1007,2007,A,A,SP
1007,2008,A,A,SP
1007,2009,A,A,SP
1007,2010,A,A,SP
1007,2011,A,A,SP
1007,2012,A,A,SP
1007,2013,A,A,SP
1007,2014,A,A,SP
1007,2015,A,A,SP
1007,2016,A,A,SP
1007,2017,A,A,SP
1007,2018,A,A,SP
1007,2019,A,A,SP
1007,2020,A,A,SP
1007,2021,A,A,SP
1007,2022,A,A,SP
1007,2023,A,A,SP
1010,1956,U,U,A
1010,1957,U,U,A
1010,1958,U,U,A
1010,1959,U,U,A
1010,1960,U,U,A
1010,1961,U,U,A
1010,1962,U,U,P
1010,1963,U,U,SP
1010,1964,A,A,SP
1010,1965,A,A,SP
1010,1966,A,A,SP
1010,1967,A,A,SP
1010,1968,A,A,SP
1010,1969,A,A,SP
1010,1970,A,A,SP
1010,1971,A,A,SP
1010,1972,A,A,SP
1010,1973,A,A,SP
1010,1974,A,A,SP
1010,1975,A,A,SP
1010,1976,A,A,SP
1010,1977,A,A,SP
1010,1978,A,A,SP
1010,1979,A,A,SP
1010,1980,A,A,SP
1010,1981,A,A,SP
1010,1982,A,A,SP
1010,1983,A,A,SP
1010,1984,A,A,SP
1010,1985,A,A,SP
1010,1986,A,A,SP
1010,1987,A,A,SP
1010,1988,A,A,SP
1010,1989,A,A,SP
1010,1990,A,A,SP
1010,1991,A,A,SP
1010,1992,A,A,SP
1010,1993,A,A,SP
1010,1994,A,A,SP
1010,1995,A,A,SP
1010,1996,A,A,SP
1010,1997,A,A,SP
1010,1998,A,A,SP
1010,1999,A,A,SP
1010,2000,A,A,SP
1010,2001,A,A,SP
1010,2002,A,A,SP
1010,2003,A,A,SP
1010,2004,A,A,SP
1010,2005,A,A,SP
1010,2006,A,A,SP
1010,2007,A,A,SP
1010,2008,A,A,SP
1010,2009,A,A,SP
1010,2010,A,A,SP
1010,2011,A,A,SP
1010,2012,A,A,SP
1010,2013,A,A,SP
1010,2014,A,A,SP
1010,2015,A,A,SP
1010,2016,A,A,SP
1010,2017,A,A,SP
1010,2018,A,A,SP
1010,2019,A,A,SP
1010,2020,A,A,SP
1010,2021,A,A,SP
1010,2022,A,A,SP
1010,2023,A,A,SP
1012,1978,U,U,A
1012,1979,U,U,A
1012,1980,U,U,A
1012,1981,U,U,A
1012,1982,U,A,A
1012,1983,U,A,A
1012,1984,U,A,A
1012,1985,U,A,A
1012,1986,A,A,A
1012,1987,A,A,A
1012,1988,A,A,A
1012,1989,A,A,A
1012,1990,A,A,A
1012,1991,A,A,A
1012,1992,A,A,A
1012,1993,A,A,A
1012,1994,A,A,A
1012,1995,A,A,A
1012,1996,A,A,A
1012,1997,A,A,A
1012,1998,A,A,A
1012,1999,A,A,A
1012,2000,A,A,A
1012,2001,A,A,A
1012,2002,A,A,A
1012,2003,A,A,A
1012,2004,A,A,A
1012,2005,A,A,A
1012,2006,A,A,A
1012,2007,A,A,A
1012,2008,A,A,A
1012,2009,A,A,A
1012,2010,A,A,A
1012,2011,A,A,A
1012,2012,A,A,A
1012,2013,A,A,A
1012,2014,A,A,A
1012,2015,A,A,A
1012,2016,A,A,A
1012,2017,A,A,A
1012,2018,A,A,A
1012,2019,A,A,A
1012,2020,A,A,A
1012,2021,A,A,A
1012,2022,A,A,A
1012,2023,A,A,A
1013,1980,U,A,A
1013,1981,U,A,A
1013,1982,U,A,A
1013,1983,U,A,A
1013,1984,U,A,A
1013,1985,U,A,A
1013,1986,U,A,A
1013,1987,U,A,A
1013,1988,A,A,A
1013,1989,A,A,A
1013,1990,A,A,A
1013,1991,A,A,A
1013,1992,A,A,A
1013,1993,A,A,A
1013,1994,A,A,A
1013,1995,A,A,A
1013,1996,A,A,A
1013,1997,A,A,A
1013,1998,A,A,A
1013,1999,A,A,A
1013,2000,A,A,A
1013,2001,A,A,A
1013,2002,A,A,A
1013,2003,A,A,A
1013,2004,A,A,A
1013,2005,A,A,A
1013,2006,A,A,A
1013,2007,A,A,A
1013,2008,A,A,A
1013,2009,A,A,A
1013,2010,A,A,A
1013,2011,A,A,A
1013,2012,A,A,A
1013,2013,A,A,P
1013,2014,A,A,SP
1013,2015,A,A,SP
1013,2016,A,A,SP
1013,2017,A,A,SP
1013,2018,A,A,SP
1013,2019,A,A,SP
1013,2020,A,A,SP
1013,2021,A,A,SP
1013,2022,A,A,SP
1013,2023,A,A,SP
1014,1974,U,U,A
1014,1975,U,U,A
1014,1976,U,A,A
1014,1977,U,A,A
1014,1978,U,A,A
1014,1979,U,A,A
1014,1980,U,A,A
1014,1981,U,A,A
1014,1982,A,A,A
1014,1983,A,A,A
1014,1984,A,A,A
1014,1985,A,A,A
1014,1986,A,A,A
1014,1987,A,A,A
1014,1988,A,A,A
1014,1989,A,A,A
1014,1990,A,A,A
1014,1991,A,A,A
1014,1992,A,A,A
1014,1993,A,A,A
1014,1994,A,A,A
1014,1995,A,A,A
1014,1996,A,A,A
1014,1997,A,A,A
1014,1998,A,A,A
1014,1999,A,A,D
1017,1980,U,U,A
1017,1981,U,U,A
1017,1982,U,U,A
1017,1983,U,U,A
1017,1984,U,U,A
1017,1985,U,U,A
1017,1986,U,U,A
1017,1987,U,U,A
1017,1988,A,A,A
1017,1989,A,A,A
1017,1990,A,A,A
1017,1991,A,A,A
1017,1992,A,A,A
1017,1993,A,A,A
1017,1994,A,A,A
1017,1995,A,A,A
1017,1996,A,A,A
1017,1997,A,A,A
1017,1998,A,A,A
1017,1999,A,A,A
1017,2000,A,A,A
1017,2001,A,A,A
1017,2002,A,A,A
1017,2003,A,A,A
1017,2004,A,A,A
1017,2005,A,A,A
1017,2006,A,A,A
1017,2007,A,A,A
1017,2008,A,A,A
1017,2009,A,A,A
1017,2010,A,A,A
1017,2011,A,A,A
1017,2012,A,A,A
1017,2013,A,A,A
1017,2014,A,A,A
1017,2015,A,A,A
1017,2016,A,A,A
1017,2017,A,A,A
1017,2018,A,A,A
1017,2019,A,A,A
1017,2020,A,A,A
1017,2021,A,A,A
1017,2022,A,A,A
1017,2023,A,A,A
1018,1980,U,U,A
1018,1981,U,U,A
1018,1982,U,U,A
1018,1983,U,U,A
1018,1984,U,U,A
1018,1985,U,U,A
1018,1986,U,U,A
1018,1987,U,U,A
1018,1988,A,A,A
1018,1989,A,A,A
1018,1990,A,A,A
1018,1991,A,A,A
1018,1992,A,A,A
1018,1993,A,A,A
1018,1994,A,A,A
1018,1995,A,A,A
1018,1996,A,A,A
1018,1997,A,A,A
1018,1998,A,A,A
1018,1999,A,A,A
1018,2000,A,A,A
1018,2001,A,A,A
1018,2002,A,A,A
1018,2003,A,A,A
1018,2004,A,A,P
1018,2005,A,A,SP
1018,2006,A,A,SP
1018,2007,A,A,SP
1018,2008,A,A,SP
1018,2009,A,A,SP
1018,2010,A,A,SP
1018,2011,A,A,SP
1018,2012,A,A,SP
1018,2013,A,A,SP
1018,2014,A,A,SP
1018,2015,A,A,SP
1018,2016,A,A,SP
1018,2017,A,A,SP
1018,2018,A,A,SP
1018,2019,A,A,SP
1018,2020,A,A,SP
1018,2021,A,A,SP
1018,2022,A,A,SP
1018,2023,A,A,SP
1019,1958,U,U,A
1019,1959,U,U,A
1019,1960,U,U,A
1019,1961,U,U,A
1019,1962,U,U,A
1019,1963,U,U,A
1019,1964,U,U,OP
1019,1965,U,U,OSP
1019,1966,A,A,OSP
1019,1967,A,A,OSP
1019,1968,A,A,OSP
1019,1969,A,A,OSP
1019,1970,A,A,OSP
1019,1971,A,A,OSP
1019,1972,A,A,OSP
1019,1973,A,A,OSP
1019,1974,A,A,OSP
1019,1975,A,A,OSP
1019,1976,A,A,OSP
1019,1977,A,A,OSP
1019,1978,A,A,OSP
1019,1979,A,A,OSP
1019,1980,A,A,R
1019,1981,A,A,A
1019,1982,A,A,A
1019,1983,A,A,A
1019,1984,A,A,A
1019,1985,A,A,A
1019,1986,A,A,A
1019,1987,A,A,A
1019,1988,A,A,A
1019,1989,A,A,A
1019,1990,A,A,A
1019,1991,A,A,A
1019,1992,A,A,A
1019,1993,A,A,A
1019,1994,A,A,A
1019,1995,A,A,A
1019,1996,A,A,A
1019,1997,A,A,A
1019,1998,A,A,A
1019,1999,A,A,A
1019,2000,A,A,A
1019,2001,A,A,A
1019,2002,A,A,A
1019,2003,A,A,A
1019,2004,A,A,A
1019,2005,A,A,A
1019,2006,A,A,A
1019,2007,A,A,A
1019,2008,A,A,A
1019,2009,A,A,A
1019,2010,A,A,A
1019,2011,A,A,A
1019,2012,A,A,A
1019,2013,A,A,A
1019,2014,A,A,A
1019,2015,A,A,P
1019,2016,A,A,SP
1019,2017,A,A,SP
1019,2018,A,A,SP
1019,2019,A,A,SP
1019,2020,A,A,SP
1019,2021,A,A,SP
1019,2022,A,A,SP
1019,2023,A,A,SP
1021,1980,U,U,A
1021,1981,U,U,A
1021,1982,U,U,A
1021,1983,U,U,A
1021,1984,U,U,A
1021,1985,U,U,A
1021,1986,U,U,A
1021,1987,U,U,A
1021,1988,A,A,A
1021,1989,A,A,A
1021,1990,A,A,A
1021,1991,A,A,A
1021,1992,A,A,A
1021,1993,A,A,A
1021,1994,A,A,A
1021,1995,A,A,A
1021,1996,A,A,A
1021,1997,A,A,A
1021,1998,A,A,A
1021,1999,A,A,A
1021,2000,A,A,A
1021,2001,A,A,A
1021,2002,A,A,A
1021,2003,A,A,A
1021,2004,A,A,P
1021,2005,A,A,SP
1021,2006,A,A,SP
1021,2007,A,A,SP
1021,2008,A,A,SP
1021,2009,A,A,SP
1021,2010,A,A,SP
1021,2011,A,A,SP
1021,2012,A,A,SP
1021,2013,A,A,SP
1021,2014,A,A,SP
1021,2015,A,A,SP
1021,2016,A,A,SP
1021,2017,A,A,SP
1021,2018,A,A,SP
1021,2019,A,A,SP
1021,2020,A,A,SP
1021,2021,A,A,SP
1021,2022,A,A,SP
1021,2023,A,A,SP
1025,1980,U,A,A
1025,1981,U,A,A
1025,1982,U,A,A
1025,1983,U,A,A
1025,1984,U,A,A
1025,1985,U,A,A
1025,1986,U,A,A
1025,1987,U,A,A
1025,1988,A,A,A
1025,1989,A,A,P
1025,1990,A,A,SP
1025,1991,A,A,SP
1025,1992,A,A,SP
1025,1993,A,A,SP
1025,1994,A,A,SP
1025,1995,A,A,SP
1025,1996,A,A,SP
1025,1997,A,A,SP
1025,1998,A,A,SP
1025,1999,A,A,SP
1025,2000,A,A,SP
1025,2001,A,A,SP
1025,2002,A,A,SP
1025,2003,A,A,SP
1025,2004,A,A,SP
1025,2005,A,A,SP
1025,2006,A,A,SP
1025,2007,A,A,SP
1025,2008,A,A,SP
1025,2009,A,A,SP
1025,2010,A,A,SP
1025,2011,A,A,SP
1025,2012,A,A,SP
1025,2013,A,A,SP
1025,2014,A,A,SP
1025,2015,A,A,SP
1025,2016,A,A,SP
1025,2017,A,A,SP
1025,2018,A,A,SP
1025,2019,A,A,SP
1025,2020,A,A,SP
1025,2021,A,A,SP
1025,2022,A,A,SP
1025,2023,A,A,SP
1026,1980,0,C,A
1026,1981,1,J,A
1026,1982,2,J,A
1026,1983,3,J,A
1026,1984,4,J,A
1026,1985,5,J,A
1026,1986,6,J,A
1026,1987,7,J,A
1026,1988,8,J,A
1026,1989,9,A,A
1026,1990,10,A,A
1026,1991,11,A,A
1026,1992,12,A,A
1026,1993,13,A,A
1026,1994,14,A,A
1026,1995,15,A,A
1026,1996,16,A,A
1026,1997,17,A,A
1026,1998,18,A,A
1026,1999,19,A,A
1026,2000,20,A,A
1026,2001,21,A,A
1026,2002,22,A,A
1026,2003,23,A,A
1026,2004,24,A,A
1026,2005,25,A,A
1026,2006,26,A,A
1026,2007,27,A,A
1026,2008,28,A,A
1026,2009,29,A,A
1026,2010,30,A,A
1026,2011,31,A,A
1026,2012,32,A,A
1026,2013,33,A,A
1026,2014,34,A,A
1026,2015,35,A,P
1026,2016,36,A,SP
1026,2017,37,A,SP
1026,2018,38,A,SP
1026,2019,39,A,SP
1026,2020,40,A,SP
1026,2021,41,A,SP
1026,2022,42,A,SP
1026,2023,43,A,SP
1027,1979,U,U,A
1027,1980,U,U,A
1027,1981,U,U,A
1027,1982,U,U,A
1027,1983,U,U,A
1027,1984,U,U,A
1027,1985,U,U,A
1027,1986,U,U,A
1027,1987,A,A,A
1027,1988,A,A,A
1027,1989,A,A,A
1027,1990,A,A,A
1027,1991,A,A,A
1027,1992,A,A,A
1027,1993,A,A,A
1027,1994,A,A,A
1027,1995,A,A,A
1027,1996,A,A,A
1027,1997,A,A,A
1027,1998,A,A,A
1027,1999,A,A,A
1027,2000,A,A,A
1027,2001,A,A,A
1027,2002,A,A,A
1027,2003,A,A,A
1027,2004,A,A,A
1027,2005,A,A,A
1027,2006,A,A,A
1027,2007,A,A,A
1027,2008,A,A,A
1027,2009,A,A,A
1027,2010,A,A,A
1027,2011,A,A,A
1027,2012,A,A,A
1027,2013,A,A,P
1027,2014,A,A,SP
1027,2015,A,A,SP
1027,2016,A,A,SP
1027,2017,A,A,SP
1027,2018,A,A,SP
1027,2019,A,A,SP
1027,2020,A,A,SP
1027,2021,A,A,SP
1027,2022,A,A,SP
1027,2023,A,A,SP
1028,1980,U,U,A
1028,1981,U,U,A
1028,1982,U,U,A
1028,1983,U,U,A
1028,1984,U,U,A
1028,1985,U,U,A
1028,1986,U,U,A
1028,1987,U,U,A
1028,1988,A,A,A
1028,1989,A,A,A
1028,1990,A,A,A
1028,1991,A,A,A
1028,1992,A,A,A
1028,1993,A,A,A
1028,1994,A,A,A
1028,1995,A,A,A
1028,1996,A,A,A
1028,1997,A,A,A
1028,1998,A,A,A
1028,1999,A,A,A
1028,2000,A,A,A
1028,2001,A,A,A
1028,2002,A,A,A
1028,2003,A,A,A
1028,2004,A,A,A
1028,2005,A,A,A
1028,2006,A,A,A
1028,2007,A,A,A
1028,2008,A,A,A
1028,2009,A,A,A
1028,2010,A,A,A
1028,2011,A,A,A
1028,2012,A,A,A
1028,2013,A,A,A
1028,2014,A,A,A
1028,2015,A,A,A
1028,2016,A,A,A
1028,2017,A,A,P
1028,2018,A,A,SP
1028,2019,A,A,SP
1028,2020,A,A,SP
1028,2021,A,A,SP
1028,2022,A,A,SP
1028,2023,A,A,SP
1032,1980,U,U,A
1032,1981,U,U,A
1032,1982,U,U,A
1032,1983,U,U,A
1032,1984,U,U,A
1032,1985,U,U,A
1032,1986,U,U,A
1032,1987,U,U,A
1032,1988,A,A,A
1032,1989,A,A,A
1032,1990,A,A,A
1032,1991,A,A,A
1032,1992,A,A,A
1032,1993,A,A,A
1032,1994,A,A,A
1032,1995,A,A,A
1032,1996,A,A,A
1032,1997,A,A,A
1032,1998,A,A,A
1032,1999,A,A,A
1032,2000,A,A,A
1032,2001,A,A,A
1032,2002,A,A,A
1032,2003,A,A,A
1032,2004,A,A,A
1032,2005,A,A,A
1032,2006,A,A,A
1032,2007,A,A,A
1032,2008,A,A,A
1032,2009,A,A,A
1032,2010,A,A,A
1032,2011,A,A,A
1032,2012,A,A,A
1032,2013,A,A,A
1032,2014,A,A,A
1032,2015,A,A,A
1032,2016,A,A,A
1032,2017,A,A,A
1032,2018,A,A,A
1032,2019,A,A,A
1032,2020,A,A,A
1032,2021,A,A,A
1032,2022,A,A,A
1032,2023,A,A,A
1033,1978,U,U,A
1033,1979,U,U,A
1033,1980,U,U,A
1033,1981,U,U,A
1033,1982,U,U,A
1033,1983,U,U,A
1033,1984,U,U,A
1033,1985,U,U,A
1033,1986,A,A,A
1033,1987,A,A,A
1033,1988,A,A,A
1033,1989,A,A,A
1033,1990,A,A,A
1033,1991,A,A,A
1033,1992,A,A,A
1033,1993,A,A,A
1033,1994,A,A,A
1033,1995,A,A,A
1033,1996,A,A,A
1033,1997,A,A,A
1033,1998,A,A,A
1033,1999,A,A,A
1033,2000,A,A,A
1033,2001,A,A,A
1033,2002,A,A,A
1033,2003,A,A,A
1033,2004,A,A,A
1033,2005,A,A,A
1033,2006,A,A,A
1033,2007,A,A,A
1033,2008,A,A,A
1033,2009,A,A,A
1033,2010,A,A,A
1033,2011,A,A,A
1033,2012,A,A,A
1033,2013,A,A,A
1033,2014,A,A,A
1033,2015,A,A,A
1033,2016,A,A,A
1033,2017,A,A,A
1033,2018,A,A,A
1033,2019,A,A,A
1033,2020,A,A,A
1033,2021,A,A,A
1033,2022,A,A,P
1033,2023,A,A,SP
1034,1976,U,U,A
1034,1977,U,U,A
1034,1978,U,U,A
1034,1979,U,U,A
1034,1980,U,U,A
1034,1981,U,U,A
1034,1982,U,U,A
1034,1983,U,U,A
1034,1984,A,A,A
1034,1985,A,A,A
1034,1986,A,A,A
1034,1987,A,A,A
1034,1988,A,A,A
1034,1989,A,A,A
1034,1990,A,A,A
1034,1991,A,A,A
1034,1992,A,A,A
1034,1993,A,A,A
1034,1994,A,A,A
1034,1995,A,A,P
1034,1996,A,A,SP
1034,1997,A,A,SP
1034,1998,A,A,SP
1034,1999,A,A,SP
1034,2000,A,A,SP
1034,2001,A,A,SP
1034,2002,A,A,SP
1034,2003,A,A,SP
1034,2004,A,A,SP
1034,2005,A,A,SP
1034,2006,A,A,SP
1034,2007,A,A,SP
1034,2008,A,A,SP
1034,2009,A,A,SP
1034,2010,A,A,SP
1034,2011,A,A,SP
1034,2012,A,A,SP
1034,2013,A,A,SP
1034,2014,A,A,SP
1034,2015,A,A,SP
1034,2016,A,A,SP
1034,2017,A,A,SP
1034,2018,A,A,SP
1034,2019,A,A,SP
1034,2020,A,A,SP
1034,2021,A,A,SP
1034,2022,A,A,SP
1034,2023,A,A,SP
1035,1978,U,U,A
1035,1979,U,U,A
1035,1980,U,U,A
1035,1981,U,U,A
1035,1982,U,U,A
1035,1983,U,U,A
1035,1984,U,U,A
1035,1985,U,U,A
1035,1986,A,A,A
1035,1987,A,A,A
1035,1988,A,A,A
1035,1989,A,A,A
1035,1990,A,A,A
1035,1991,A,A,A
1035,1992,A,A,OP
1035,1993,A,A,OSP
1035,1994,A,A,OSP
1035,1995,A,A,OSP
1035,1996,A,A,OSP
1035,1997,A,A,OSP
1035,1998,A,A,OSP
1035,1999,A,A,OSP
1035,2000,A,A,OSP
1035,2001,A,A,OSP
1035,2002,A,A,R
1035,2003,A,A,A
1035,2004,A,A,A
1035,2005,A,A,A
1035,2006,A,A,A
1035,2007,A,A,A
1035,2008,A,A,A
1035,2009,A,A,A
1035,2010,A,A,A
1035,2011,A,A,A
1035,2012,A,A,A
1035,2013,A,A,A
1035,2014,A,A,A
1035,2015,A,A,A
1035,2016,A,A,A
1035,2017,A,A,A
1035,2018,A,A,A
1035,2019,A,A,A
1035,2020,A,A,A
1035,2021,A,A,A
1035,2022,A,A,A
1035,2023,A,A,P
1036,1970,U,U,A
1036,1971,U,U,A
1036,1972,U,U,A
1036,1973,U,U,A
1036,1974,U,U,A
1036,1975,U,U,A
1036,1976,U,U,OP
1036,1977,U,U,OSP
1036,1978,A,A,OSP
1036,1979,A,A,OSP
1036,1980,A,A,OSP
1036,1981,A,A,OSP
1036,1982,A,A,R
1036,1983,A,A,A
1036,1984,A,A,A
1036,1985,A,A,A
1036,1986,A,A,A
1036,1987,A,A,A
1036,1988,A,A,A
1036,1989,A,A,A
1036,1990,A,A,A
1036,1991,A,A,A
1036,1992,A,A,A
1036,1993,A,A,A
1036,1994,A,A,A
1036,1995,A,A,A
1036,1996,A,A,A
1036,1997,A,A,A
1036,1998,A,A,OP
1036,1999,A,A,OSP
1036,2000,A,A,OSP
1036,2001,A,A,OSP
1036,2002,A,A,R
1036,2003,A,A,A
1036,2004,A,A,A
1036,2005,A,A,A
1036,2006,A,A,A
1036,2007,A,A,A
1036,2008,A,A,A
1036,2009,A,A,A
1036,2010,A,A,A
1036,2011,A,A,A
1036,2012,A,A,A
1036,2013,A,A,A
1036,2014,A,A,A
1036,2015,A,A,A
1036,2016,A,A,A
1036,2017,A,A,A
1036,2018,A,A,A
1036,2019,A,A,A
1036,2020,A,A,A
1036,2021,A,A,A
1036,2022,A,A,A
1036,2023,A,A,A
1037,1980,U,U,A
1037,1981,U,U,A
1037,1982,U,U,A
1037,1983,U,U,A
1037,1984,U,U,A
1037,1985,U,U,A
1037,1986,U,U,A
1037,1987,U,U,A
1037,1988,A,A,A
1037,1989,A,A,A
1037,1990,A,A,A
1037,1991,A,A,A
1037,1992,A,A,A
1037,1993,A,A,A
1037,1994,A,A,A
1037,1995,A,A,A
1037,1996,A,A,A
1037,1997,A,A,A
