"sampleid"	"HL"
"1"	"nea1004_bwa_rg"	0.597250520097374
"2"	"nea1027_bwa_rg"	0.601365589179872
"3"	"nea1039_bwa_rg"	0.594825837648315
"4"	"nea1114_bwa_rg"	0.601777548750886
"5"	"nea1123_bwa_rg"	0.58357639689941
"6"	"nea1127_bwa_rg"	0.58658493493448
"7"	"nea1135_bwa_rg"	0.578421550079439
"8"	"nea1142_bwa_rg"	0.59629521984165
"9"	"nea1145_bwa_rg"	0.588050762185113
"10"	"nea1151_bwa_rg"	0.593614755596347
"11"	"nea1157_bwa_rg"	0.58259141421161
"12"	"nea1158_bwa_rg"	0.584018614332274
"13"	"nea1204_bwa_rg"	0.551370332000616
"14"	"nea1208_bwa_rg"	0.588819302981768
"15"	"nea1209_bwa_rg"	0.607759481645575
"16"	"nea1233_bwa_rg"	0.602297111967345
"17"	"nea1240_bwa_rg"	0.600728991905697
"18"	"nea1241_bwa_rg"	0.541163557887091
"19"	"nea1242_bwa_rg"	0.595688394517907
"20"	"nea1243_bwa_rg"	0.585963545723574
"21"	"nea1245_bwa_rg"	0.603085486334845
"22"	"nea1246_bwa_rg"	0.611181966243975
"23"	"nea1254_bwa_rg"	0.599973572169267
"24"	"nea1266_bwa_rg"	0.600552975580587
"25"	"nea1267_bwa_rg"	0.611121227299821
"26"	"nea1281_bwa_rg"	0.600300049608135
"27"	"nea1301_bwa_rg"	0.598743905725531
"28"	"nea1303_bwa_rg"	0.588131059876419
"29"	"nea1308_bwa_rg"	0.615166037350333
"30"	"nea1310_bwa_rg"	0.584934903140473
"31"	"nea1315_bwa_rg"	0.604371613449203
"32"	"nea1334_bwa_rg"	0.565781833556649
"33"	"nea1405_bwa_rg"	0.599202285707321
"34"	"nea1406_bwa_rg"	0.609609470257301
"35"	"nea1407_bwa_rg"	0.601287772102626
"36"	"nea1408_bwa_rg"	0.590867651663629
"37"	"nea1430_bwa_rg"	0.605645926065651
"38"	"nea1503_bwa_rg"	0.590001553964468
"39"	"nea1509_bwa_rg"	0.596421758312555
"40"	"nea1515_bwa_rg"	0.591288446002191
"41"	"nea1601_bwa_rg"	0.58894425951813
"42"	"nea1602_bwa_rg"	0.597604067281938
"43"	"nea1608_bwa_rg"	0.605344618984848
"44"	"nea1611_bwa_rg"	0.613983781676305
"45"	"nea1612_bwa_rg"	0.567524093589795
"46"	"nea1622_bwa_rg"	0.589956618070653
"47"	"nea1629_bwa_rg"	0.602115139150006
"48"	"nea1632_bwa_rg"	0.60953742350469
"49"	"nea1701_bwa_rg"	0.600795152861655
"50"	"nea1703_bwa_rg"	0.581496389289319
"51"	"nea1704_bwa_rg"	0.597504866938557
"52"	"nea1705_bwa_rg"	0.608577918265326
"53"	"nea1706_bwa_rg"	0.604003655326499
"54"	"nea1810_bwa_rg"	0.598939761538781
"55"	"nea1812_bwa_rg"	0.597285563320678
"56"	"nea1815_bwa_rg"	0.615792394487191
"57"	"nea1817_bwa_rg"	0.550401035902045
"58"	"nea1911_bwa_rg"	0.630594489812424
"59"	"nea1950_bwa_rg"	0.600694369161938
"60"	"nea1968_bwa_rg"	0.592866156953497
"61"	"nea1970D_bwa_rg"	0.612168629098397
"62"	"nea2029_bwa_rg"	0.589007602319652
"63"	"nea2040_bwa_rg"	0.602457965626051
"64"	"nea2123_bwa_rg"	0.601264573002433
"65"	"nea2145_bwa_rg"	0.601349945854753
"66"	"nea2223_bwa_rg"	0.581876908093565
"67"	"nea2330D_bwa_rg"	0.607105022499371
"68"	"nea2430_bwa_rg"	0.598340222180705
"69"	"nea2460_bwa_rg"	0.591969262084864
"70"	"nea2503_bwa_rg"	0.597501973887151
"71"	"nea2520_bwa_rg"	0.593346021746514
"72"	"nea2601_bwa_rg"	0.609354561314241
"73"	"nea2605_bwa_rg"	0.564713099903833
"74"	"nea2611_bwa_rg"	0.596148776838126
"75"	"nea2614_bwa_rg"	0.595090030557927
"76"	"nea2642_bwa_rg"	0.6083664127767
"77"	"nea2660_bwa_rg"	0.593829156271035
"78"	"nea2710_bwa_rg"	0.596527968247379
"79"	"nea2746_bwa_rg"	0.603778444584519
"80"	"nea2753_bwa_rg"	0.580637808341033
"81"	"nea2790_bwa_rg"	0.591646043813628
"82"	"nea2791_bwa_rg"	0.60200076463241
"83"	"nea3101_bwa_rg"	0.595587905863224
"84"	"nea3115_bwa_rg"	0.614817157544473
"85"	"nea3123_bwa_rg"	0.605406998704358
"86"	"nea3130_bwa_rg"	0.596260913978468
"87"	"nea3180_bwa_rg"	0.598265818348191
"88"	"nea3220_bwa_rg"	0.573000021104853
"89"	"nea3290_bwa_rg"	0.607492671069855
"90"	"nea3293_bwa_rg"	0.608370583407758
"91"	"nea3317_bwa_rg"	0.5917140813597
"92"	"nea3440_bwa_rg"	0.618903666649064
"93"	"nea4020_bwa_rg"	0.575255258265916
