"nea"	"stacks0.01_sMLH"
"1"	"nea1004"	0.993194001419986
"2"	"nea1027"	0.993405097305656
"3"	"nea1039"	1.02438803735258
"4"	"nea1114"	0.963540186445114
"5"	"nea1123"	1.03794914689384
"6"	"nea1127"	1.00083108901908
"7"	"nea1135"	1.04140994878818
"8"	"nea1142"	0.992974001916245
"9"	"nea1145"	1.00475234014131
"10"	"nea1151"	0.988246634978064
"11"	"nea1157"	1.02100695747438
"12"	"nea1158"	1.01925457318881
"13"	"nea1204"	1.13153600504802
"14"	"nea1208"	1.00498890474775
"15"	"nea1209"	0.977501594490466
"16"	"nea1233"	1.00415349682209
"17"	"nea1240"	1.00772963696151
"18"	"nea1241"	1.14268684791006
"19"	"nea1242"	1.02061786686105
"20"	"nea1243"	1.03200410421949
"21"	"nea1245"	0.976206092926963
"22"	"nea1246"	0.96906726356136
"23"	"nea1254"	1.00656837665202
"24"	"nea1266"	0.990226665579442
"25"	"nea1267"	0.970047497813726
"26"	"nea1281"	1.01157599291337
"27"	"nea1301"	1.0087849051772
"28"	"nea1303"	1.01846234489479
"29"	"nea1308"	0.969432485338693
"30"	"nea1310"	1.01633237665153
"31"	"nea1315"	0.97280732046268
"32"	"nea1334"	1.10954522248439
"33"	"nea1405"	0.985763071561348
"34"	"nea1406"	0.949208267964143
"35"	"nea1407"	1.00014098333706
"36"	"nea1408"	1.02323274132459
"37"	"nea1430"	0.987793188116838
"38"	"nea1503"	1.01256382890255
"39"	"nea1509"	1.04574592983264
"40"	"nea1515"	1.04692700687969
"41"	"nea1601"	1.01624656650846
"42"	"nea1602"	0.985845901272296
"43"	"nea1608"	0.96310054164703
"44"	"nea1611"	0.970246713561507
"45"	"nea1612"	1.09880916648827
"46"	"nea1622"	0.992336978645966
"47"	"nea1629"	0.970651546527708
"48"	"nea1632"	1.01067670565351
"49"	"nea1701"	1.00445531627867
"50"	"nea1703"	1.04589726889252
"51"	"nea1704"	0.985391918482981
"52"	"nea1705"	0.961622659723845
"53"	"nea1706"	0.985282096750797
"54"	"nea1810"	0.978001248637703
"55"	"nea1812"	1.00218461983499
"56"	"nea1815"	0.930940588148398
"57"	"nea1817"	1.13298728576805
"58"	"nea1911"	0.920451145542327
"59"	"nea1950"	0.993441829256221
"60"	"nea1968"	1.00006180347964
"61"	"nea1970"	0.952530516831538
"62"	"nea2029"	1.01113578346209
"63"	"nea2040"	0.958431706404694
"64"	"nea2123"	0.976683857607699
"65"	"nea2145"	0.975259511618994
"66"	"nea2223"	1.04837413050102
"67"	"nea2330"	0.971921681000939
"68"	"nea2430"	0.994670494800899
"69"	"nea2460"	1.0072973047239
"70"	"nea2503"	0.998463043338878
"71"	"nea2520"	1.03601399984387
"72"	"nea2601"	0.974563880154154
"73"	"nea2605"	1.0509524002001
"74"	"nea2611"	1.00563705360762
"75"	"nea2614"	0.998597696073368
"76"	"nea2642"	0.973726866413729
"77"	"nea2660"	1.0063266480409
"78"	"nea2710"	1.0117908329608
"79"	"nea2746"	0.990712591105024
"80"	"nea2753"	1.03953520837181
"81"	"nea2790"	1.01674022194754
"82"	"nea2791"	0.985200931803241
"83"	"nea3101"	1.02515241860749
"84"	"nea3115"	0.94041402677744
"85"	"nea3123"	0.984238397311784
"86"	"nea3130"	0.982346456675699
"87"	"nea3180"	1.00242695382191
"88"	"nea3220"	1.04183311104555
"89"	"nea3290"	0.962542932418154
"90"	"nea3293"	0.976023605116148
"91"	"nea3317"	1.01104061025434
"92"	"nea3440"	0.947629916931574
"93"	"nea4020"	1.07125201321641
